hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:85e78ac0-ec72-478f-9aac-cacb520290a0,hqdm:universal_relation_set,hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,,0,-1,False,
hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:58d8936d-5887-4cf1-9f15-e96fa07f430e,hqdm:member__of,hqdm:4a8cba08-035c-4902-935b-26da61ed282c,hqdmRelation:2db5490e-01d0-491e-bd64-67ac616f65a0,0,-1,False,
hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:69b0e5b9-3be2-4ec3-a9a6-bb5b523d4b32,hqdm:universal_attribute_relation_set,,hqdmRelation:85e78ac0-ec72-478f-9aac-cacb520290a0,0,-1,False,
hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:7e249a64-9f13-47d3-a232-562a3d080198,hqdm:type,,hqdmRelation:69b0e5b9-3be2-4ec3-a9a6-bb5b523d4b32,0,-1,False,
hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:fe987366-a8ad-48fa-8821-73f54f6df180,hqdm:data_EntityName,,hqdmRelation:69b0e5b9-3be2-4ec3-a9a6-bb5b523d4b32,0,1,False,
hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:919a3f90-b681-422c-8481-fe313daa0044,hqdm:record_created,,hqdmRelation:69b0e5b9-3be2-4ec3-a9a6-bb5b523d4b32,1,1,False,
hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:972bdd5f-5f8c-42d1-a47f-1ac08d1da48e,hqdm:record_creator,,hqdmRelation:69b0e5b9-3be2-4ec3-a9a6-bb5b523d4b32,1,1,False,
hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:7b3caec7-7e9d-47cd-bb19-19d2872c326f,hqdm:universal_part_relation_set,hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:85e78ac0-ec72-478f-9aac-cacb520290a0,0,-1,False,
hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:2db5490e-01d0-491e-bd64-67ac616f65a0,hqdm:universal_set_relation_set,hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:85e78ac0-ec72-478f-9aac-cacb520290a0,0,-1,False,
hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:cfb37186-d2d6-48de-a418-6197bdf0a7b0,hqdm:universal_order_relation_set,hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:85e78ac0-ec72-478f-9aac-cacb520290a0,0,-1, False,
hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:37584690-bff0-493f-80bc-f007af0217fc,hqdm:universal_reified_relation_set,hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:85e78ac0-ec72-478f-9aac-cacb520290a0,0,-1, False,
hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:1f983e8a-7db1-4374-8fb1-7e8a432a967e,hqdm:has_supertype,hqdm:e5ec5d9e-afea-44f7-93c9-699cd5072d90,hqdmRelation:2db5490e-01d0-491e-bd64-67ac616f65a0,0,-1, False,
hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:ac3fd9bd-a64d-4e87-8da6-1ce76451fde5,hqdm:part__of,hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:7b3caec7-7e9d-47cd-bb19-19d2872c326f,0,-1,False,
hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:96c965a9-ec3e-47f2-b18e-b67147bc0873,hqdm:beginning,hqdm:545b4541-8a34-46b8-8704-2265be0244c3,hqdmRelation:cfb37186-d2d6-48de-a418-6197bdf0a7b0,0,-1,False,
hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:aee002be-0529-4b80-82b0-0a6bcca34e48,hqdm:ending,hqdm:545b4541-8a34-46b8-8704-2265be0244c3,hqdmRelation:cfb37186-d2d6-48de-a418-6197bdf0a7b0,0,-1,False,
hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:d2bd9e45-948f-4570-91c2-b0693cd81363,hqdm:part_of_possible_world,hqdm:a5dc8c36-56fc-44c2-909b-7592b1f44fd7,hqdmRelation:7b3caec7-7e9d-47cd-bb19-19d2872c326f,1,-1,False,
hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:e052b90c-13c3-4fea-8289-0c995656ed8f,hqdm:member_of,hqdm:bb6f6d3f-1ed1-41ab-942c-6b3667c5da37,hqdmRelation:2db5490e-01d0-491e-bd64-67ac616f65a0,0,-1,False,
hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:2fe747d1-a196-41a2-baf5-7b603aed9c57,hqdm:temporal__part_of,hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:7b3caec7-7e9d-47cd-bb19-19d2872c326f,0,-1,False,
hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:45718dab-3b33-4d47-ba46-ddaeef3cdf4c,hqdm:aggregated_into,hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:7b3caec7-7e9d-47cd-bb19-19d2872c326f,0,-1,False,
hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:fa7b1f1a-1e9f-42b9-8513-ddb7a2e74c90,hqdm:consists__of,hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a,hqdmRelation:7b3caec7-7e9d-47cd-bb19-19d2872c326f,0,1,False,
